IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
192.168.1.184,443,192.168.1.30,48092,6,91.0,112,2,164,3,19,19,18,4294717,203,47,64,64,60,52,52,60,112.0,164.0,0,0,0,0,0,24000,5,0,0,0,0,28960,29200,0,0,0,0,0,0
192.168.1.31,58323,192.168.1.49,1201,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,45148,192.168.1.195,3869,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,56242,192.168.1.194,80,6,7.0,164,3,120,2,18,18,18,0,0,0,64,64,60,52,52,60,164.0,120.0,0,0,0,0,1312000,960000,5,0,0,0,0,29200,5792,0,0,0,0,0,0
192.168.1.32,20496,192.168.1.195,19033,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,50793,192.168.1.49,52869,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.34,33938,192.168.1.152,80,6,7.0,216,4,172,3,19,18,19,4294936,31,31,64,64,60,52,52,60,216.0,172.0,0,0,0,0,48000,40000,7,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.34,47276,192.168.1.152,32773,6,0.0,44,1,40,1,22,2,20,4294964,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,4957,192.168.1.186,26167,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,36863,192.168.1.180,63160,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,34987,192.168.1.49,19842,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,38642,192.168.1.1,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,39020,1,0,0
192.168.1.31,42156,192.168.1.152,80,6,7.0,729,4,3708,5,27,26,27,0,0,0,64,64,1500,52,52,1500,729.0,3708.0,0,0,0,0,5832000,29664000,5,0,0,2,2,29200,28960,0,0,0,0,0,0
192.168.1.31,36934,192.168.1.49,1688,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,57242,192.168.35.222,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,59728,192.168.1.195,80,6,7.0,1005,12,2821,11,27,27,27,4294764,203,203,64,64,1500,40,40,1500,1005.0,2821.0,0,0,0,0,32000,104000,18,0,4,0,1,29200,65535,0,0,0,0,0,0
192.168.1.32,47014,192.168.1.195,80,6,7.0,1050,16,3032,13,27,27,27,4294576,391,391,64,64,1500,40,40,1500,346704.0,2261771.0,0,0,0,0,48000,144000,25,0,2,1,1,29200,65535,0,0,0,0,0,0
192.168.1.32,38461,192.168.1.190,5060,6,100.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,45898,192.168.1.195,29666,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,44004,192.168.1.190,80,6,7.0,572,5,1332,3,30,30,26,0,0,0,64,64,1220,52,52,1220,572.0,1332.0,0,0,0,0,4576000,10656000,6,0,1,0,1,29200,28960,0,0,0,0,0,0
192.168.1.30,58033,192.168.1.180,39904,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,40280,192.168.1.190,80,6,7.0,435,5,3600,7,27,27,27,0,0,0,64,64,1500,52,52,1500,435.0,3600.0,0,0,0,0,3480000,28800000,8,1,1,0,2,29200,28960,0,0,0,0,0,0
192.168.1.31,37523,192.168.1.180,3211,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,34310,192.168.1.1,53,17,0.0,68,1,68,1,0,0,0,0,0,0,0,0,68,68,68,68,68.0,68.0,0,0,0,0,544000,544000,2,0,0,0,0,0,0,0,0,38254,28,0,0
192.168.1.193,32471,192.168.1.30,10211,6,0.0,40,1,0,0,20,20,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.30,48483,192.168.1.1,53,17,0.0,72,1,0,0,0,0,0,0,0,0,0,0,72,72,0,72,72.0,0.0,0,0,0,0,576000,0,1,0,0,0,0,0,0,0,0,3134,12,0,0
192.168.1.30,48381,192.168.1.195,33916,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,33450,192.168.1.195,6100,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,62200,192.168.1.180,668,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,55839,192.168.1.195,5060,6,100.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.184,8080,192.168.1.184,5409,6,131.0,4800,120,0,0,2,2,0,0,0,0,64,64,40,40,0,40,4800.0,0.0,0,0,0,0,38400000,0,120,0,0,0,0,8192,0,0,0,0,0,0,0
192.168.1.30,60958,192.168.1.169,58504,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,64835,192.168.1.152,1132,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,56083,192.168.1.152,43143,6,0.0,48,1,80,2,22,2,20,0,0,0,0,0,48,40,40,48,48.0,80.0,0,0,0,0,384000,640000,3,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,37021,192.168.1.190,144,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,3525,192.168.1.186,2299,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,57438,192.168.1.184,80,6,7.0,526,6,387,4,27,27,27,0,0,0,64,64,258,52,52,258,526.0,387.0,0,0,0,0,4208000,3096000,8,1,1,0,0,29200,28960,0,0,0,0,0,0
192.168.1.31,33238,192.168.1.49,880,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,30024,192.168.1.46,64075,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,49600,192.168.1.194,80,6,7.0,268,5,240,4,18,18,18,4294936,31,31,64,64,60,52,52,60,268.0,240.0,0,0,0,0,64000,56000,9,0,0,0,0,29200,5792,0,0,0,0,0,0
192.168.1.39,39956,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,495,1,1849,0
192.168.1.30,52089,192.168.1.46,41511,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,37983,192.168.35.51,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.79,135,192.168.1.34,42968,6,127.0,40,1,0,0,20,20,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.31,40870,192.168.35.208,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,49505,192.168.1.1,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,62933,1,0,0
192.168.1.32,57674,192.168.1.195,6789,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,52508,52.28.231.150,80,6,7.178,4763,8,2351,7,27,27,27,0,0,0,64,64,1500,52,52,1500,4763.0,2351.0,0,0,0,0,38104000,18808000,10,0,0,1,4,29200,26847,0,0,0,0,0,0
192.168.1.30,20458,192.168.1.169,54313,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,57004,192.168.1.193,749,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,34349,192.168.1.195,1533,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,47496,192.168.1.1,53,17,0.0,71,1,71,1,0,0,0,0,0,0,0,0,71,71,71,71,71.0,71.0,0,0,0,0,568000,568000,2,0,0,0,0,0,0,0,0,45217,1,0,0
192.168.1.34,45342,192.168.1.180,111,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,61417,192.168.1.186,6,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,42816,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,61382,1,989,0
192.168.1.31,57544,192.168.1.152,1011,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.36,33600,192.168.1.152,80,6,7.0,520,5,3812,7,27,27,27,0,0,0,64,64,1500,52,52,1500,520.0,3812.0,0,0,0,0,4160000,30496000,8,0,1,1,2,29200,28960,0,0,0,0,0,0
192.168.1.30,46193,192.168.1.195,4698,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,52878,192.168.1.195,1583,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,58376,192.168.1.190,80,6,7.0,60,1,60,1,18,2,18,0,0,0,0,0,60,60,60,60,60.0,60.0,0,0,0,0,480000,480000,2,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,63806,192.168.1.195,211,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,3875,192.168.1.193,31486,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.195,51518,192.168.1.152,1880,6,7.0,2164,12,3597,9,27,27,27,4294936,31,31,128,128,1500,40,40,1500,2164.0,3597.0,0,0,0,0,536000,896000,12,0,6,2,1,64240,29200,0,0,0,0,0,0
192.168.1.184,443,192.168.1.30,35644,6,91.0,112,2,164,3,19,19,18,4294498,469,469,64,64,60,52,52,60,112.0,164.0,0,0,0,0,0,0,5,0,0,0,0,28960,29200,0,0,0,0,0,0
192.168.1.35,54282,192.168.1.190,80,6,7.0,5926,10,2518,5,27,27,27,0,0,0,64,64,1500,52,52,1500,5926.0,2518.0,0,0,0,0,47408000,20144000,9,0,0,1,5,29200,28960,0,0,0,0,0,0
192.168.1.32,33091,192.168.35.78,80,6,7.0,40,1,0,0,16,16,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,50237,192.168.1.180,8786,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.36,55458,192.168.1.195,80,6,7.0,572,5,696,4,27,27,27,0,0,0,64,64,564,40,40,564,572.0,696.0,0,0,0,0,4576000,5568000,7,0,1,1,0,29200,65535,0,0,0,0,0,0
192.168.1.32,41310,192.168.1.169,26447,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,49124,192.168.1.184,443,6,0.0,950,7,5165,17,27,26,27,4294826,0,141,64,64,1406,52,52,1406,950.0,5165.0,0,0,3066,10,7600000,288000,10,2,11,0,1,29200,28960,0,0,0,0,0,0
192.168.1.32,25060,192.168.1.195,4504,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,36166,192.168.1.133,25005,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,51106,192.168.1.194,3880,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,42408,192.168.1.1,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,44274,1,0,0
