IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE
192.168.1.38,55494,192.168.1.152,80,6,7.0,496,5,3760,6,27,27,27,0,0,0,64,64,1500,52,52,1500,496.0,3760.0,0,0,0,0,3968000,30080000,7,0,1,1,2,29200,28960,0,0,0,0,0,0
192.168.1.31,38308,192.168.1.190,2144,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.190,55945,173.236.227.85,80,6,7.0,413,7,5703,7,27,27,27,0,0,0,64,64,1500,40,40,1500,413.0,5703.0,0,0,0,0,3304000,45624000,9,1,0,0,4,29200,29200,0,0,0,0,0,0
192.168.1.31,45254,192.168.1.190,80,6,7.0,164,3,120,2,18,18,18,4294905,62,62,64,64,60,52,52,60,164.0,120.0,0,0,0,0,16000,8000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.190,1096,192.168.1.32,54076,6,0.0,40,1,0,0,20,20,0,0,0,0,0,0,40,40,0,40,40.0,0.0,0,0,0,0,320000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
192.168.1.35,51450,176.28.50.165,80,6,7.0,4724,14,1180,10,27,27,27,4294090,877,877,64,64,1500,52,52,1500,4040684.0,642538.0,416,1,0,0,18656000,4480000,18,0,3,1,2,29200,5792,40960,160,0,0,0,0
192.168.1.31,36159,192.168.1.49,6881,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,2212,192.168.1.152,2212,6,0.0,4000,100,4000,100,22,2,20,0,0,0,71,71,40,40,40,40,4000.0,4000.0,0,0,0,0,32000000,32000000,200,0,0,0,0,74,0,0,0,0,0,0,0
192.168.1.32,62568,192.168.1.79,44443,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,65099,192.168.1.190,3221,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.184,443,192.168.1.30,56666,6,91.0,1577,8,284,5,27,27,18,4294420,547,375,64,64,329,52,52,329,151760.0,172112.0,987,3,0,0,64000,896000,9,0,4,0,0,28960,29200,56064,219,0,0,0,0
192.168.1.30,35678,192.168.1.184,80,6,7.0,553,6,323,4,27,27,27,0,0,0,64,64,285,52,52,285,553.0,323.0,0,0,0,0,4424000,2584000,8,1,1,0,0,29200,28960,0,0,0,0,0,0
192.168.1.38,49134,192.168.1.184,443,6,91.0,276,5,172,3,19,18,19,4294764,203,203,64,64,60,52,52,60,276.0,172.0,0,0,0,0,8000,0,8,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.39,47686,192.168.1.190,80,6,7.0,6584,11,3768,6,27,27,27,0,0,0,64,64,1500,52,52,1500,6584.0,3768.0,0,0,1052,1,52672000,30144000,9,1,0,0,7,29200,28960,0,0,0,0,0,0
192.168.1.30,33538,192.168.1.46,3527,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.38,54561,192.168.1.184,443,6,91.0,164,3,112,2,19,18,19,4294936,31,31,64,64,60,52,52,60,164.0,112.0,0,0,0,0,40000,24000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.36,36350,192.168.1.190,80,6,7.0,534,6,2239,6,27,27,27,0,0,0,64,64,1500,52,52,1500,534.0,2239.0,0,0,0,0,4272000,17912000,9,0,1,1,1,29200,28960,0,0,0,0,0,0
192.168.1.31,44402,192.168.1.190,587,6,0.0,906,14,912,14,31,30,27,4294051,916,916,64,64,104,52,52,104,453453.0,456456.0,0,0,0,0,3384000,3408000,28,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.184,8080,192.168.1.184,5150,6,131.0,4800,120,0,0,2,2,0,0,0,0,64,64,40,40,0,40,4800.0,0.0,0,0,0,0,38400000,0,120,0,0,0,0,8192,0,0,0,0,0,0,0
172.17.0.5,35092,192.168.1.190,53,17,0.0,118,2,268,2,0,0,0,0,0,0,64,64,134,59,59,134,118.0,268.0,0,0,0,0,944000,2144000,2,2,0,0,0,0,0,0,0,27293,1,2857,0
192.168.1.152,80,192.168.1.36,34896,6,7.0,3812,7,462,4,27,27,25,0,0,0,64,64,1500,52,52,1500,3812.0,462.0,0,0,0,0,30496000,3696000,7,0,1,1,2,28960,282,0,0,0,0,0,0
192.168.1.39,46614,192.168.1.195,80,6,7.0,574,6,733,4,27,27,27,0,0,0,64,64,601,40,40,601,574.0,733.0,0,0,0,0,4592000,5864000,8,0,1,1,0,29200,65535,0,0,0,0,0,0
192.168.1.31,60034,192.168.1.184,443,6,91.0,164,3,112,2,19,18,19,4294905,62,62,64,64,60,52,52,60,11252.0,6052.0,0,0,0,0,896000,480000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.31,42116,192.168.1.133,3751,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,51580,192.168.1.190,80,6,7.0,436,5,2239,6,27,27,27,0,0,0,64,64,1500,52,52,1500,436.0,2239.0,0,0,0,0,3488000,17912000,8,1,0,1,1,29200,28960,0,0,0,0,0,0
192.168.1.30,47734,192.168.1.194,1341,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.31,45094,192.168.1.169,80,6,7.0,864,6,352,3,30,30,26,0,0,0,64,64,342,40,40,342,864.0,352.0,0,0,0,0,6912000,2816000,5,2,2,0,0,29200,65535,0,0,0,0,0,0
192.168.1.30,64935,192.168.1.169,60443,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.39,50819,192.168.1.1,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,13775,28,0,0
192.168.1.31,53279,192.168.1.152,1047,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.39,44308,176.28.50.165,80,6,7.0,5859,9,694,7,27,27,27,0,0,0,64,64,1500,52,52,1500,5859.0,694.0,0,0,0,0,46872000,5552000,11,0,1,0,4,29200,5792,0,0,0,0,0,0
192.168.1.31,50228,192.168.1.49,1117,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,36602,192.168.1.195,5510,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,57086,192.168.1.195,80,6,7.0,1049,12,1358,10,27,27,27,4294764,203,203,64,64,507,40,40,507,1049.0,1358.0,303,1,0,0,40000,48000,18,0,4,0,0,29200,65535,12032,47,0,0,0,0
192.168.1.31,54472,192.168.1.193,144,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,51094,176.28.50.165,80,6,7.0,705,6,940,4,27,27,27,0,0,0,64,64,776,52,52,776,705.0,940.0,0,0,0,0,5640000,7520000,8,0,1,1,0,29200,5792,0,0,0,0,0,0
192.168.1.31,34394,192.168.1.184,80,6,7.0,446,6,323,4,27,27,27,0,0,0,64,64,178,52,52,178,446.0,323.0,0,0,0,0,3568000,2584000,8,2,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.30,10939,192.168.1.169,43549,6,0.0,48,1,40,1,22,2,20,0,0,0,0,0,48,40,40,48,48.0,40.0,0,0,0,0,384000,320000,2,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.30,42135,192.168.1.1,53,17,0.0,70,1,234,1,0,0,0,0,0,0,0,0,234,70,70,234,70.0,234.0,0,0,0,0,560000,1872000,1,1,0,0,0,0,0,0,0,49157,1,58,0
192.168.1.32,42304,192.168.1.49,9917,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,40711,192.168.1.49,1248,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
127.0.0.1,50467,127.0.0.1,53,17,5.169,62,1,206,1,0,0,0,0,0,0,0,0,206,62,62,206,62.0,206.0,0,0,0,0,496000,1648000,1,1,0,0,0,0,0,0,0,56296,1,123,0
192.168.1.32,58197,192.168.1.180,31253,6,0.0,48,1,0,0,2,2,0,0,0,0,0,0,48,48,0,48,48.0,0.0,0,0,0,0,384000,0,1,0,0,0,0,4096,0,0,0,0,0,0,0
192.168.1.32,45812,192.168.1.180,61532,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.184,443,192.168.1.30,45600,6,91.0,164,3,216,4,19,19,18,4294748,219,219,64,64,60,52,52,60,164.0,216.0,0,0,0,0,0,0,7,0,0,0,0,28960,29200,0,0,0,0,0,0
192.168.1.32,46825,192.168.1.190,8200,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.36,41670,192.168.1.152,80,6,7.0,6499,10,2799,7,27,27,27,0,0,0,64,64,1500,52,52,1500,6499.0,2799.0,0,0,0,0,51992000,22392000,10,1,0,0,6,29200,28960,0,0,0,0,0,0
192.168.1.30,39673,192.168.1.195,801,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,37529,192.168.1.49,9081,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,62319,192.168.1.49,5862,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.34,47276,192.168.1.184,8899,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,55746,192.168.1.184,443,6,91.0,164,3,112,2,19,18,19,4294874,93,93,64,64,60,52,52,60,164.0,112.0,0,0,0,0,8000,8000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.39,40608,192.168.1.152,80,6,7.0,689,6,756,4,27,27,27,0,0,0,64,64,592,52,52,592,689.0,756.0,0,0,0,0,5512000,6048000,8,0,1,1,0,29200,28960,0,0,0,0,0,0
192.168.1.31,58236,192.168.1.184,443,6,91.0,164,3,112,2,19,18,19,4294920,47,47,64,64,60,52,52,60,164.0,112.0,0,0,0,0,24000,16000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.184,443,192.168.1.30,43880,6,91.0,52,1,104,2,17,17,16,4294389,0,578,0,0,52,52,52,52,52.0,104.0,0,0,0,0,416000,0,3,0,0,0,0,227,229,0,0,0,0,0,0
192.168.1.30,35857,192.168.1.1,53,17,0.0,67,1,67,1,0,0,0,0,0,0,0,0,67,67,67,67,67.0,67.0,0,0,0,0,536000,536000,2,0,0,0,0,0,0,0,0,16254,1,0,0
192.168.1.31,48913,192.168.35.245,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.32,34376,192.168.1.190,1095,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.33,55494,192.168.1.190,80,6,7.0,423,5,484,5,27,27,27,0,0,0,64,64,268,52,52,268,423.0,484.0,0,0,0,0,3384000,3872000,8,1,1,0,0,29200,28960,0,0,0,0,0,0
192.168.1.30,44011,192.168.1.46,3,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,44486,192.168.1.250,1494,6,132.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,51662,192.168.1.1,53,17,0.0,65,1,81,1,0,0,0,0,0,0,0,0,81,65,65,81,65.0,81.0,0,0,0,0,520000,648000,2,0,0,0,0,0,0,0,0,2803,1,3028,0
192.168.1.30,46434,192.168.1.184,80,6,7.0,379,4,335,3,26,26,26,0,0,0,64,64,223,52,52,223,379.0,335.0,0,0,0,0,3032000,2680000,5,2,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.30,57242,192.168.1.190,9040,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,37678,192.168.35.129,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,59590,192.168.1.79,8001,6,7.0,706,7,390,5,31,30,27,0,0,0,64,64,410,40,40,410,706.0,390.0,0,0,0,0,5648000,3120000,10,1,1,0,0,29200,28960,0,0,0,0,0,0
192.168.1.39,58936,192.168.1.152,80,6,7.0,2458,7,1347,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2458.0,1347.0,0,0,0,0,19664000,10776000,8,0,0,1,2,29200,28960,0,0,0,0,0,0
192.168.1.31,54472,192.168.1.195,16016,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,49640,192.168.1.1,53,17,0.0,68,1,100,1,0,0,0,0,0,0,0,0,100,68,68,100,68.0,100.0,0,0,0,0,544000,800000,2,0,0,0,0,0,0,0,0,6623,1,42,0
192.168.1.31,42313,192.168.1.190,3306,6,20.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,45986,192.168.1.194,80,6,7.0,492,9,420,7,18,18,18,4294717,250,250,64,64,60,52,52,60,492.0,420.0,0,0,0,0,8000,8000,16,0,0,0,0,29200,5792,0,0,0,0,0,0
192.168.1.32,42628,192.168.1.190,80,6,7.0,2284,7,1303,4,27,27,27,0,0,0,64,64,1500,52,52,1500,2284.0,1303.0,0,0,0,0,18272000,10424000,8,0,0,1,2,29200,28960,0,0,0,0,0,0
192.168.1.38,38335,192.168.1.184,443,6,91.0,112,2,60,1,18,18,18,0,0,0,64,64,60,52,52,60,112.0,60.0,0,0,0,0,896000,480000,3,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.38,45786,192.168.1.184,443,6,0.0,1874,12,2457,14,31,27,31,0,0,0,64,64,1404,40,40,1404,1874.0,2457.0,0,0,0,0,14992000,19656000,18,4,2,1,1,29200,28960,0,0,0,0,0,0
192.168.1.30,36826,192.168.1.184,443,6,91.0,164,3,112,2,19,18,19,4294920,47,47,64,64,60,52,52,60,164.0,112.0,0,0,0,0,24000,16000,5,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.35,52600,192.168.1.1,53,17,0.0,65,1,65,1,0,0,0,0,0,0,0,0,65,65,65,65,65.0,65.0,0,0,0,0,520000,520000,2,0,0,0,0,0,0,0,0,24269,28,0,0
192.168.1.31,50069,192.168.1.49,544,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,53824,192.168.1.49,1296,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.35,55072,192.168.1.190,80,6,7.0,627,6,737,4,27,27,27,0,0,0,64,64,573,52,52,573,627.0,737.0,0,0,0,0,5016000,5896000,8,0,1,1,0,29200,28960,0,0,0,0,0,0
192.168.1.32,42160,192.168.1.46,458,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,50546,192.168.1.195,2144,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,47631,192.168.1.193,31038,6,0.0,44,1,40,1,22,2,20,0,0,0,0,0,44,40,40,44,44.0,40.0,0,0,0,0,352000,320000,2,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.184,443,192.168.1.31,36628,6,91.0,654,5,276,5,27,27,18,4294452,515,437,64,64,393,52,52,393,482172.0,276.0,0,0,0,0,3856000,0,9,0,1,0,0,28960,29200,0,0,0,0,0,0
192.168.1.31,50228,192.168.1.180,8292,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.34,43168,192.168.1.180,6792,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.31,51911,192.168.1.49,1070,6,0.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.184,443,192.168.1.31,37326,6,91.0,52,1,0,0,17,17,0,0,0,0,0,0,52,52,0,52,52.0,0.0,0,0,0,0,416000,0,1,0,0,0,0,227,0,0,0,0,0,0,0
192.168.1.34,52762,192.168.1.190,80,6,7.0,336,6,180,3,18,18,18,4294311,656,656,64,64,60,52,52,60,224112.0,12060.0,0,0,0,0,128000,56000,9,0,0,0,0,29200,28960,0,0,0,0,0,0
192.168.1.32,61939,192.168.35.107,443,6,91.0,44,1,0,0,2,2,0,0,0,0,0,0,44,44,0,44,44.0,0.0,0,0,0,0,352000,0,1,0,0,0,0,1024,0,0,0,0,0,0,0
192.168.1.30,37636,192.168.1.184,443,6,91.0,276,5,172,3,19,18,19,4294661,306,306,64,64,60,52,52,60,164112.0,11260.0,0,0,0,0,24000,8000,8,0,0,0,0,29200,28960,0,0,0,0,0,0
